index,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,scores
0,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.89
1,0.03773584905660377,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.894
2,0.04,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.895
3,0.04,0.0,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.06,0.895
4,0.04081632653061225,0.0,0.061224489795918366,0.04081632653061225,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.061224489795918366,0.898
5,0.040816326530612256,0.0,0.06122448979591837,0.040816326530612256,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.06122448979591837,0.898
6,0.030303030303030304,0.0,0.04545454545454545,0.030303030303030304,0.04545454545454545,0.30303030303030304,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.04545454545454545,0.908
7,0.03174603174603175,0.0,0.04761904761904762,0.03174603174603175,0.04761904761904762,0.31746031746031755,0.0,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.04761904761904762,0.912
8,0.033333333333333326,0.0,0.04999999999999999,0.033333333333333326,0.04999999999999999,0.3333333333333333,0.0,0.0,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.912
9,0.033333333333333326,0.0,0.04999999999999999,0.033333333333333326,0.04999999999999999,0.3333333333333333,0.0,0.0,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.04999999999999999,0.912
10,0.035087719298245605,0.0,0.05263157894736841,0.035087719298245605,0.05263157894736841,0.3508771929824561,0.0,0.0,0.05263157894736841,0.0,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.05263157894736841,0.912
11,0.03508771929824561,0.0,0.052631578947368425,0.03508771929824561,0.052631578947368425,0.3508771929824562,0.0,0.0,0.052631578947368425,0.0,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.052631578947368425,0.912
12,0.035714285714285705,0.0,0.05357142857142857,0.035714285714285705,0.05357142857142857,0.3571428571428571,0.0,0.0,0.05357142857142857,0.0,0.05357142857142857,0.03571428571428571,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.05357142857142857,0.914
13,0.03636363636363636,0.0,0.05454545454545455,0.03636363636363636,0.05454545454545455,0.36363636363636365,0.0,0.0,0.05454545454545455,0.0,0.05454545454545455,0.03636363636363637,0.03636363636363637,0.05454545454545455,0.05454545454545455,0.05454545454545455,0.05454545454545455,0.05454545454545455,0.915
14,0.03703703703703703,0.0,0.05555555555555555,0.03703703703703703,0.05555555555555555,0.37037037037037035,0.0,0.0,0.05555555555555555,0.0,0.05555555555555555,0.037037037037037035,0.037037037037037035,0.037037037037037035,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.05555555555555555,0.917
15,0.037735849056603765,0.0,0.056603773584905655,0.037735849056603765,0.056603773584905655,0.3773584905660377,0.0,0.0,0.056603773584905655,0.0,0.056603773584905655,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.03773584905660377,0.056603773584905655,0.056603773584905655,0.056603773584905655,0.919
16,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
17,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
18,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
19,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
20,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
21,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
22,0.03773584905660377,0.0,0.05660377358490566,0.03773584905660377,0.05660377358490566,0.37735849056603776,0.0,0.0,0.05660377358490566,0.0,0.05660377358490566,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.03773584905660378,0.05660377358490566,0.05660377358490566,0.05660377358490566,0.919
